dataset,q_type,qid,question,concept_tags,student_id,answer_text,selected_option,is_correct,time_s,source,misconception_label,bloom_level,difficulty_label
OpenStaxMock,short_answer,2019,What is probability?,probability,s0338,Student explains probability in their own words,,1,102,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2020,What is derivative?,derivative,s0456,Student explains derivative in their own words,,1,10,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2021,What is integral?,integral,s0426,Student explains integral in their own words,,0,100,openstax_mock,miscon-integral,Understand,Medium
OpenStaxMock,short_answer,2022,What is limit?,limit,s0311,Student explains limit in their own words,,1,55,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2023,What is matrix?,matrix,s0849,Student explains matrix in their own words,,1,68,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2024,What is probability?,probability,s0152,Student explains probability in their own words,,1,51,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2025,What is derivative?,derivative,s0693,Student explains derivative in their own words,,1,28,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2026,What is integral?,integral,s0061,Student explains integral in their own words,,0,75,openstax_mock,miscon-integral,Understand,Hard
OpenStaxMock,short_answer,2027,What is limit?,limit,s0921,Student explains limit in their own words,,1,45,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2028,What is matrix?,matrix,s0710,Student explains matrix in their own words,,0,96,openstax_mock,miscon-matrix,Understand,Easy
OpenStaxMock,short_answer,2029,What is probability?,probability,s0416,Student explains probability in their own words,,1,98,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2030,What is derivative?,derivative,s0243,Student explains derivative in their own words,,1,20,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2031,What is integral?,integral,s0513,Student explains integral in their own words,,1,15,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2032,What is limit?,limit,s0592,Student explains limit in their own words,,1,54,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2033,What is matrix?,matrix,s0041,Student explains matrix in their own words,,1,66,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2034,What is probability?,probability,s0613,Student explains probability in their own words,,1,70,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2035,What is derivative?,derivative,s0580,Student explains derivative in their own words,,0,38,openstax_mock,miscon-derivative,Understand,Easy
OpenStaxMock,short_answer,2036,What is integral?,integral,s0808,Student explains integral in their own words,,0,104,openstax_mock,miscon-integral,Analyze,Easy
OpenStaxMock,short_answer,2037,What is limit?,limit,s0062,Student explains limit in their own words,,1,38,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2038,What is matrix?,matrix,s0593,Student explains matrix in their own words,,1,13,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2039,What is probability?,probability,s0099,Student explains probability in their own words,,0,101,openstax_mock,miscon-probability,Remember,Easy
OpenStaxMock,short_answer,2040,What is derivative?,derivative,s0676,Student explains derivative in their own words,,1,101,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2041,What is integral?,integral,s0435,Student explains integral in their own words,,1,75,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2042,What is limit?,limit,s0728,Student explains limit in their own words,,1,110,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2043,What is matrix?,matrix,s0322,Student explains matrix in their own words,,1,27,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2044,What is probability?,probability,s0614,Student explains probability in their own words,,0,113,openstax_mock,miscon-probability,Remember,Easy
OpenStaxMock,short_answer,2045,What is derivative?,derivative,s0660,Student explains derivative in their own words,,1,93,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2046,What is integral?,integral,s0633,Student explains integral in their own words,,1,64,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2047,What is limit?,limit,s0196,Student explains limit in their own words,,0,77,openstax_mock,miscon-limit,Analyze,Medium
OpenStaxMock,short_answer,2048,What is matrix?,matrix,s0078,Student explains matrix in their own words,,1,103,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2049,What is probability?,probability,s0748,Student explains probability in their own words,,0,44,openstax_mock,miscon-probability,Apply,Easy
OpenStaxMock,short_answer,2000,What is derivative?,derivative,s0858,Student explains derivative in their own words,,1,89,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2001,What is integral?,integral,s0975,Student explains integral in their own words,,1,119,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2002,What is limit?,limit,s0583,Student explains limit in their own words,,1,28,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2003,What is matrix?,matrix,s0780,Student explains matrix in their own words,,1,89,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2004,What is probability?,probability,s0238,Student explains probability in their own words,,0,53,openstax_mock,miscon-probability,Remember,Easy
OpenStaxMock,short_answer,2005,What is derivative?,derivative,s0259,Student explains derivative in their own words,,1,92,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2006,What is integral?,integral,s0684,Student explains integral in their own words,,1,117,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2007,What is limit?,limit,s0669,Student explains limit in their own words,,0,26,openstax_mock,miscon-limit,Analyze,Hard
OpenStaxMock,short_answer,2008,What is matrix?,matrix,s0703,Student explains matrix in their own words,,0,45,openstax_mock,miscon-matrix,Apply,Hard
OpenStaxMock,short_answer,2009,What is probability?,probability,s0309,Student explains probability in their own words,,0,111,openstax_mock,miscon-probability,Remember,Easy
OpenStaxMock,short_answer,2010,What is derivative?,derivative,s0843,Student explains derivative in their own words,,1,76,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2011,What is integral?,integral,s0966,Student explains integral in their own words,,1,30,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2012,What is limit?,limit,s0955,Student explains limit in their own words,,0,56,openstax_mock,miscon-limit,Remember,Easy
OpenStaxMock,short_answer,2013,What is matrix?,matrix,s0916,Student explains matrix in their own words,,0,50,openstax_mock,miscon-matrix,Analyze,Medium
OpenStaxMock,short_answer,2014,What is probability?,probability,s0560,Student explains probability in their own words,,1,40,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2015,What is derivative?,derivative,s0714,Student explains derivative in their own words,,1,113,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2016,What is integral?,integral,s0266,Student explains integral in their own words,,1,105,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2017,What is limit?,limit,s0069,Student explains limit in their own words,,1,31,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2018,What is matrix?,matrix,s0880,Student explains matrix in their own words,,1,30,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2019,What is probability?,probability,s0066,Student explains probability in their own words,,1,58,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2020,What is derivative?,derivative,s0661,Student explains derivative in their own words,,1,36,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2021,What is integral?,integral,s0480,Student explains integral in their own words,,0,53,openstax_mock,miscon-integral,Apply,Medium
OpenStaxMock,short_answer,2022,What is limit?,limit,s0225,Student explains limit in their own words,,0,77,openstax_mock,miscon-limit,Understand,Hard
OpenStaxMock,short_answer,2023,What is matrix?,matrix,s0325,Student explains matrix in their own words,,0,111,openstax_mock,miscon-matrix,Remember,Hard
OpenStaxMock,short_answer,2024,What is probability?,probability,s0644,Student explains probability in their own words,,1,69,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2025,What is derivative?,derivative,s0342,Student explains derivative in their own words,,0,83,openstax_mock,miscon-derivative,Analyze,Easy
OpenStaxMock,short_answer,2026,What is integral?,integral,s0468,Student explains integral in their own words,,0,116,openstax_mock,miscon-integral,Understand,Easy
OpenStaxMock,short_answer,2027,What is limit?,limit,s0182,Student explains limit in their own words,,1,84,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2028,What is matrix?,matrix,s0154,Student explains matrix in their own words,,1,18,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2029,What is probability?,probability,s0596,Student explains probability in their own words,,0,115,openstax_mock,miscon-probability,Analyze,Hard
OpenStaxMock,short_answer,2030,What is derivative?,derivative,s0979,Student explains derivative in their own words,,0,66,openstax_mock,miscon-derivative,Understand,Medium
OpenStaxMock,short_answer,2031,What is integral?,integral,s0486,Student explains integral in their own words,,1,20,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2032,What is limit?,limit,s0474,Student explains limit in their own words,,0,42,openstax_mock,miscon-limit,Apply,Easy
OpenStaxMock,short_answer,2033,What is matrix?,matrix,s0234,Student explains matrix in their own words,,1,38,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2034,What is probability?,probability,s0730,Student explains probability in their own words,,1,65,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2035,What is derivative?,derivative,s0039,Student explains derivative in their own words,,0,40,openstax_mock,miscon-derivative,Remember,Medium
OpenStaxMock,short_answer,2036,What is integral?,integral,s0932,Student explains integral in their own words,,1,27,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2037,What is limit?,limit,s0278,Student explains limit in their own words,,1,82,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2038,What is matrix?,matrix,s0160,Student explains matrix in their own words,,1,44,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2039,What is probability?,probability,s0278,Student explains probability in their own words,,1,25,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2040,What is derivative?,derivative,s0579,Student explains derivative in their own words,,1,104,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2041,What is integral?,integral,s0270,Student explains integral in their own words,,0,45,openstax_mock,miscon-integral,Remember,Easy
OpenStaxMock,short_answer,2042,What is limit?,limit,s0793,Student explains limit in their own words,,1,13,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2043,What is matrix?,matrix,s0199,Student explains matrix in their own words,,1,109,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2044,What is probability?,probability,s0958,Student explains probability in their own words,,0,94,openstax_mock,miscon-probability,Remember,Medium
OpenStaxMock,short_answer,2045,What is derivative?,derivative,s0951,Student explains derivative in their own words,,1,115,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2046,What is integral?,integral,s0970,Student explains integral in their own words,,1,35,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2047,What is limit?,limit,s0629,Student explains limit in their own words,,1,46,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2048,What is matrix?,matrix,s0605,Student explains matrix in their own words,,1,40,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2049,What is probability?,probability,s0078,Student explains probability in their own words,,1,53,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2000,What is derivative?,derivative,s0900,Student explains derivative in their own words,,1,11,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2001,What is integral?,integral,s0260,Student explains integral in their own words,,1,105,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2002,What is limit?,limit,s0043,Student explains limit in their own words,,1,57,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2003,What is matrix?,matrix,s0527,Student explains matrix in their own words,,1,45,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2004,What is probability?,probability,s0509,Student explains probability in their own words,,0,116,openstax_mock,miscon-probability,Understand,Hard
OpenStaxMock,short_answer,2005,What is derivative?,derivative,s0306,Student explains derivative in their own words,,0,117,openstax_mock,miscon-derivative,Understand,Easy
OpenStaxMock,short_answer,2006,What is integral?,integral,s0421,Student explains integral in their own words,,1,112,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2007,What is limit?,limit,s0469,Student explains limit in their own words,,1,83,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2008,What is matrix?,matrix,s0344,Student explains matrix in their own words,,1,47,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2009,What is probability?,probability,s0588,Student explains probability in their own words,,1,47,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2010,What is derivative?,derivative,s0630,Student explains derivative in their own words,,0,98,openstax_mock,miscon-derivative,Analyze,Hard
OpenStaxMock,short_answer,2011,What is integral?,integral,s0701,Student explains integral in their own words,,0,94,openstax_mock,miscon-integral,Understand,Hard
OpenStaxMock,short_answer,2012,What is limit?,limit,s0750,Student explains limit in their own words,,0,33,openstax_mock,miscon-limit,Apply,Medium
OpenStaxMock,short_answer,2013,What is matrix?,matrix,s0556,Student explains matrix in their own words,,0,118,openstax_mock,miscon-matrix,Analyze,Medium
OpenStaxMock,short_answer,2014,What is probability?,probability,s0640,Student explains probability in their own words,,1,111,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2015,What is derivative?,derivative,s0389,Student explains derivative in their own words,,1,115,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2016,What is integral?,integral,s0968,Student explains integral in their own words,,1,106,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2017,What is limit?,limit,s0526,Student explains limit in their own words,,1,113,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2018,What is matrix?,matrix,s0993,Student explains matrix in their own words,,0,112,openstax_mock,miscon-matrix,Apply,Hard
OpenStaxMock,short_answer,2019,What is probability?,probability,s0949,Student explains probability in their own words,,0,73,openstax_mock,miscon-probability,Analyze,Medium
OpenStaxMock,short_answer,2020,What is derivative?,derivative,s0797,Student explains derivative in their own words,,1,68,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2021,What is integral?,integral,s0402,Student explains integral in their own words,,1,55,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2022,What is limit?,limit,s0543,Student explains limit in their own words,,1,79,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2023,What is matrix?,matrix,s0621,Student explains matrix in their own words,,1,83,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2024,What is probability?,probability,s0804,Student explains probability in their own words,,1,82,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2025,What is derivative?,derivative,s0108,Student explains derivative in their own words,,0,11,openstax_mock,miscon-derivative,Remember,Hard
OpenStaxMock,short_answer,2026,What is integral?,integral,s0843,Student explains integral in their own words,,1,56,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2027,What is limit?,limit,s0081,Student explains limit in their own words,,0,65,openstax_mock,miscon-limit,Analyze,Easy
OpenStaxMock,short_answer,2028,What is matrix?,matrix,s0343,Student explains matrix in their own words,,1,102,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2029,What is probability?,probability,s0484,Student explains probability in their own words,,1,17,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2030,What is derivative?,derivative,s0455,Student explains derivative in their own words,,1,40,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2031,What is integral?,integral,s0275,Student explains integral in their own words,,1,59,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2032,What is limit?,limit,s0969,Student explains limit in their own words,,0,38,openstax_mock,miscon-limit,Understand,Hard
OpenStaxMock,short_answer,2033,What is matrix?,matrix,s0151,Student explains matrix in their own words,,0,78,openstax_mock,miscon-matrix,Remember,Easy
OpenStaxMock,short_answer,2034,What is probability?,probability,s0277,Student explains probability in their own words,,0,88,openstax_mock,miscon-probability,Understand,Easy
OpenStaxMock,short_answer,2035,What is derivative?,derivative,s0565,Student explains derivative in their own words,,1,43,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2036,What is integral?,integral,s0186,Student explains integral in their own words,,1,64,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2037,What is limit?,limit,s0635,Student explains limit in their own words,,0,95,openstax_mock,miscon-limit,Analyze,Medium
OpenStaxMock,short_answer,2038,What is matrix?,matrix,s0706,Student explains matrix in their own words,,1,78,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2039,What is probability?,probability,s0989,Student explains probability in their own words,,0,20,openstax_mock,miscon-probability,Apply,Easy
OpenStaxMock,short_answer,2040,What is derivative?,derivative,s0826,Student explains derivative in their own words,,1,114,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2041,What is integral?,integral,s0268,Student explains integral in their own words,,0,62,openstax_mock,miscon-integral,Apply,Hard
OpenStaxMock,short_answer,2042,What is limit?,limit,s0527,Student explains limit in their own words,,0,117,openstax_mock,miscon-limit,Remember,Medium
OpenStaxMock,short_answer,2043,What is matrix?,matrix,s0588,Student explains matrix in their own words,,0,111,openstax_mock,miscon-matrix,Remember,Medium
OpenStaxMock,short_answer,2044,What is probability?,probability,s0247,Student explains probability in their own words,,1,37,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2045,What is derivative?,derivative,s0541,Student explains derivative in their own words,,1,75,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2046,What is integral?,integral,s0656,Student explains integral in their own words,,0,25,openstax_mock,miscon-integral,Apply,Medium
OpenStaxMock,short_answer,2047,What is limit?,limit,s0866,Student explains limit in their own words,,1,90,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2048,What is matrix?,matrix,s0040,Student explains matrix in their own words,,1,44,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2049,What is probability?,probability,s0594,Student explains probability in their own words,,1,68,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2000,What is derivative?,derivative,s0651,Student explains derivative in their own words,,1,46,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2001,What is integral?,integral,s0315,Student explains integral in their own words,,1,91,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2002,What is limit?,limit,s0696,Student explains limit in their own words,,1,93,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2003,What is matrix?,matrix,s1000,Student explains matrix in their own words,,0,37,openstax_mock,miscon-matrix,Remember,Easy
OpenStaxMock,short_answer,2004,What is probability?,probability,s0937,Student explains probability in their own words,,1,54,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2005,What is derivative?,derivative,s0477,Student explains derivative in their own words,,1,82,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2006,What is integral?,integral,s0053,Student explains integral in their own words,,0,22,openstax_mock,miscon-integral,Remember,Medium
OpenStaxMock,short_answer,2007,What is limit?,limit,s0236,Student explains limit in their own words,,1,52,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2008,What is matrix?,matrix,s0993,Student explains matrix in their own words,,1,119,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2009,What is probability?,probability,s0208,Student explains probability in their own words,,0,97,openstax_mock,miscon-probability,Analyze,Medium
OpenStaxMock,short_answer,2010,What is derivative?,derivative,s0460,Student explains derivative in their own words,,1,72,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2011,What is integral?,integral,s0145,Student explains integral in their own words,,1,42,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2012,What is limit?,limit,s0140,Student explains limit in their own words,,0,63,openstax_mock,miscon-limit,Apply,Easy
OpenStaxMock,short_answer,2013,What is matrix?,matrix,s0554,Student explains matrix in their own words,,0,40,openstax_mock,miscon-matrix,Apply,Easy
OpenStaxMock,short_answer,2014,What is probability?,probability,s0723,Student explains probability in their own words,,1,25,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2015,What is derivative?,derivative,s0460,Student explains derivative in their own words,,1,16,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2016,What is integral?,integral,s0147,Student explains integral in their own words,,1,10,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2017,What is limit?,limit,s0944,Student explains limit in their own words,,1,51,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2018,What is matrix?,matrix,s0720,Student explains matrix in their own words,,1,84,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2019,What is probability?,probability,s0776,Student explains probability in their own words,,1,66,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2020,What is derivative?,derivative,s0800,Student explains derivative in their own words,,0,95,openstax_mock,miscon-derivative,Remember,Medium
OpenStaxMock,short_answer,2021,What is integral?,integral,s0777,Student explains integral in their own words,,1,16,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2022,What is limit?,limit,s0177,Student explains limit in their own words,,0,21,openstax_mock,miscon-limit,Analyze,Medium
OpenStaxMock,short_answer,2023,What is matrix?,matrix,s0182,Student explains matrix in their own words,,0,57,openstax_mock,miscon-matrix,Understand,Easy
OpenStaxMock,short_answer,2024,What is probability?,probability,s0132,Student explains probability in their own words,,1,81,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2025,What is derivative?,derivative,s0763,Student explains derivative in their own words,,1,64,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2026,What is integral?,integral,s0668,Student explains integral in their own words,,1,30,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2027,What is limit?,limit,s0663,Student explains limit in their own words,,1,87,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2028,What is matrix?,matrix,s0150,Student explains matrix in their own words,,0,45,openstax_mock,miscon-matrix,Apply,Medium
OpenStaxMock,short_answer,2029,What is probability?,probability,s0715,Student explains probability in their own words,,1,93,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2030,What is derivative?,derivative,s0695,Student explains derivative in their own words,,1,79,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2031,What is integral?,integral,s0852,Student explains integral in their own words,,0,32,openstax_mock,miscon-integral,Remember,Easy
OpenStaxMock,short_answer,2032,What is limit?,limit,s0507,Student explains limit in their own words,,1,106,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2033,What is matrix?,matrix,s0912,Student explains matrix in their own words,,1,50,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2034,What is probability?,probability,s0695,Student explains probability in their own words,,0,64,openstax_mock,miscon-probability,Analyze,Easy
OpenStaxMock,short_answer,2035,What is derivative?,derivative,s0016,Student explains derivative in their own words,,1,54,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2036,What is integral?,integral,s0723,Student explains integral in their own words,,0,98,openstax_mock,miscon-integral,Apply,Hard
OpenStaxMock,short_answer,2037,What is limit?,limit,s0973,Student explains limit in their own words,,1,90,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2038,What is matrix?,matrix,s0458,Student explains matrix in their own words,,0,28,openstax_mock,miscon-matrix,Understand,Medium
OpenStaxMock,short_answer,2039,What is probability?,probability,s0177,Student explains probability in their own words,,0,79,openstax_mock,miscon-probability,Remember,Medium
OpenStaxMock,short_answer,2040,What is derivative?,derivative,s0041,Student explains derivative in their own words,,1,66,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2041,What is integral?,integral,s0183,Student explains integral in their own words,,0,28,openstax_mock,miscon-integral,Apply,Easy
OpenStaxMock,short_answer,2042,What is limit?,limit,s0291,Student explains limit in their own words,,0,50,openstax_mock,miscon-limit,Apply,Easy
OpenStaxMock,short_answer,2043,What is matrix?,matrix,s0106,Student explains matrix in their own words,,1,97,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2044,What is probability?,probability,s0456,Student explains probability in their own words,,0,78,openstax_mock,miscon-probability,Apply,Medium
OpenStaxMock,short_answer,2045,What is derivative?,derivative,s0986,Student explains derivative in their own words,,0,106,openstax_mock,miscon-derivative,Understand,Hard
OpenStaxMock,short_answer,2046,What is integral?,integral,s0775,Student explains integral in their own words,,0,14,openstax_mock,miscon-integral,Apply,Easy
OpenStaxMock,short_answer,2047,What is limit?,limit,s0410,Student explains limit in their own words,,0,71,openstax_mock,miscon-limit,Remember,Medium
OpenStaxMock,short_answer,2048,What is matrix?,matrix,s0346,Student explains matrix in their own words,,0,94,openstax_mock,miscon-matrix,Apply,Easy
OpenStaxMock,short_answer,2049,What is probability?,probability,s0087,Student explains probability in their own words,,0,101,openstax_mock,miscon-probability,Understand,Hard
OpenStaxMock,short_answer,2000,What is derivative?,derivative,s0017,Student explains derivative in their own words,,1,89,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2001,What is integral?,integral,s0085,Student explains integral in their own words,,1,75,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2002,What is limit?,limit,s0446,Student explains limit in their own words,,0,111,openstax_mock,miscon-limit,Analyze,Medium
OpenStaxMock,short_answer,2003,What is matrix?,matrix,s0469,Student explains matrix in their own words,,1,74,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2004,What is probability?,probability,s0393,Student explains probability in their own words,,0,48,openstax_mock,miscon-probability,Apply,Medium
OpenStaxMock,short_answer,2005,What is derivative?,derivative,s0917,Student explains derivative in their own words,,0,66,openstax_mock,miscon-derivative,Understand,Medium
OpenStaxMock,short_answer,2006,What is integral?,integral,s0248,Student explains integral in their own words,,0,79,openstax_mock,miscon-integral,Understand,Easy
OpenStaxMock,short_answer,2007,What is limit?,limit,s0036,Student explains limit in their own words,,1,43,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2008,What is matrix?,matrix,s0762,Student explains matrix in their own words,,1,57,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2009,What is probability?,probability,s0520,Student explains probability in their own words,,1,19,openstax_mock,,Apply,Easy
